supplier_id,company_name,sector,city,company_size,founded_year,employee_count,vkn,supplier_annual_revenue_tl,annual_purchase_volume_tl,total_orders_last_year,late_orders_last_year,price_q1,price_q2,price_q3,price_q4,units_shipped_last_year,units_returned_last_year,contract_start_date,last_audit_date,payment_terms_days,iso_certified,overdue_debt_ratio,debt_to_revenue_ratio,payment_default_last_3y,has_export_documentation,requires_full_upfront_payment,site_visit_verified,period,vkn_valid,delivery_delay_rate,price_volatility,supplier_dependency_ratio,quality_return_rate,has_estimated_inputs,delivery_delay_rate_score,price_volatility_score,supplier_dependency_ratio_score,quality_return_rate_score,risk_score,risk_level,financial_risk_score,financial_risk_has_estimated_inputs,financial_risk_level
SUP047,Şensoy Şama İplik San. Tic. Ltd. Şti.,Tekstil,Adana,Medium,1985.0,243.0,1147679763,438574965.13,32239825.81,51,7.0,700.6,654.62,669.24,688.47,107794,9287.0,2021-03-25,,60.0,True,0.15,0.81,False,True,False,True,2025-Q1,True,0.13725490196078433,0.030018454496494255,0.01377410420208705,0.08615507356624673,True,24.705882352941178,20.877535692004574,0.9614856903440158,5.944127328144283,15.0,Low,34.9,False,Medium
SUP074,Yüksel Kimya San. Tic. Ltd. Şti.,Kimya,Denizli,Medium,,75.0,3082677344,198303923.41,22552061.48,111,20.0,343.27,326.24,321.81,328.9,101248,9209.0,2017-11-24,2025-10-14,60.0,True,0.14,0.4,False,False,False,True,2025-Q1,True,0.18018018018018017,0.028124648941554278,0.009635115481952833,0.09095488305941846,False,32.43243243243243,19.33033443400732,0.4704578069725749,6.285649339724775,17.2,Low,21.7,True,Low
SUP034,Çamurcuoğlu Şensoy Karton Tic.,Ambalaj,Şanlıurfa,Small,1994.0,41.0,1289517184,72774858.49,11337994.1,30,5.0,84.81,91.5,81.88,85.59,14747,822.0,2023-06-04,2026-07-29,90.0,,0.15,0.83,False,True,True,,2025-Q1,True,0.16666666666666666,0.046925952112426124,0.004844030891990982,0.055740150539092696,False,30.0,34.69062305607897,0.1188959322819304,3.7800069168911583,19.8,Low,35.5,False,Medium
SUP083,Bilge Sakarya Plastik Tic.,Plastik ve Kauçuk,Adana,Small,,13.0,9668826348,38686101.16,4703897.95,52,13.0,332.65,319.69,321.28,312.28,6744,1403.0,2022-06-19,2026-05-24,45.0,False,0.12,0.4,False,True,False,True,2025-Q1,True,0.25,0.026189537108712725,0.0020096876732872047,0.2080367734282325,False,44.99999999999999,17.749386773183343,0.020448661586820745,14.616405544796788,22.4,Low,19.9,True,Low
SUP064,Bilge Elektronik Ltd. Şti.,Elektronik,Trabzon,Micro,2023.0,,9669125171,5193208.41,821923.68,30,6.0,57.99,53.23,52.52,48.83,1237,245.0,2021-03-15,2025-10-24,90.0,False,0.11,0.69,False,True,False,False,2025-Q1,True,0.2,0.07081842286592199,0.00035115767936225254,0.19805982215036377,False,36.0,54.21029375830317,0.0006052726888926927,13.906513105376927,28.2,Medium,27.7,False,Medium
SUP058,Yorulmaz Kimya Ltd. Şti.,Kimya,İstanbul,Small,2007.0,25.0,7218518881,67505655.9,11274681.58,17,4.0,118.89,134.75,124.74,128.66,1282,204.0,2021-12-03,2025-03-14,30.0,False,0.13,0.31,False,True,False,True,2025-Q1,True,0.23529411764705882,0.0526192607386513,0.00481698132748911,0.15912636505460218,False,42.35294117647059,39.341942324672715,0.11757156670744054,11.136271368899008,26.4,Medium,18.1,False,Low
SUP046,Gul Demir Tasimacilik Ltd. Şti.,Lojistik,Eskişehir,Micro,2022.0,5.0,1243550220,5953950.04,1739544.22,16,3.0,160.2,164.5,170.84,184.47,1041,27.0,2016-11-20,2026-02-20,90.0,False,0.19,0.22,False,True,False,True,2025-Q1,False,0.1875,0.06228692230033676,0.0007432007694962866,0.025936599423631124,False,33.75,47.24022844550178,0.0027795672190211868,1.6593875998798069,23.9,Low,20.9,False,Low
SUP073,Şama Taşımacılık Tic.,Lojistik,Kayseri,Small,2009.0,35.0,6240415740,98403426.68,19647064.74,29,7.0,401.17,396.48,387.71,397.05,4184,218.0,2017-03-24,2026-07-09,90.0,False,0.12,0.53,False,True,False,True,2025-Q1,True,0.2413793103448276,0.014310794345158858,0.008393988186808702,0.052103250478011474,False,43.44827586206896,8.044691537046079,0.357057184830475,3.5212296828062075,17.8,Low,23.8,False,Low
SUP076,İhsanoğlu Nakliyat Ltd. Şti.,Lojistik,Sakarya,Micro,2012.0,,9516122752,1570144.23,155049.04,19,7.0,43.63,35.98,36.93,38.93,2335,302.0,2018-12-11,2026-03-25,45.0,True,0.11,0.59,False,False,True,True,2025-Q1,True,0.3684210526315789,0.08759877694296689,6.62429643999855e-05,0.12933618843683084,True,66.3157894736842,67.91950739426488,2.5841000078314565e-06,9.016603690772811,41.5,High,24.7,False,Low
SUP017,Durmuş Makine San. Tic. Ltd. Şti.,Makine İmalat,Kocaeli,Medium,1990.0,171.0,2769367632,563906808.92,55607820.24,61,8.0,129.48,141.68,139.11,139.07,96356,17093.0,2023-02-18,2024-11-10,45.0,False,0.09,0.53,False,True,False,True,2025-Q1,True,0.13114754098360656,0.03915345603170614,0.02375781789115955,0.17739424633650214,False,23.60655737704918,28.340649225608395,2.8604547926913266,12.436090366212046,17.9,Low,21.1,False,Low
SUP067,Akcay Firat Karton Ltd. Şti.,Ambalaj,Ankara,Micro,2017.0,2.0,6371473217,3731829.4,347435.58,18,4.0,102.48,106.21,114.57,105.96,4066,547.0,2023-01-17,2025-08-16,30.0,False,0.15,0.69,False,False,False,False,2025-Q1,True,0.2222222222222222,0.0478434250007979,0.00014843795716005924,0.13453025086079684,False,40.0,35.44018005434861,9.20100962111746e-05,9.38617807697107,24.3,Low,31.3,False,Medium
SUP008,Dumanli Metal San. Tic. Ltd. Şti.,Metal ve Çelik,Konya,Medium,2003.0,85.0,7247317816,,78846448.8,94,33.0,595.9,608.29,583.47,591.6,63883,5329.0,2023-10-30,2025-02-28,30.0,False,0.17,0.67,False,True,False,,2025-Q1,True,0.35106382978723405,0.01741202164757626,0.03368626146233268,0.08341812375749418,False,63.191489361702125,10.578332211570187,5.750811340910931,5.749384473118522,27.1,Medium,32.5,False,Medium
SUP078,Seven Akar Yapı San. ve Tic. A.Ş.,İnşaat Malzemeleri,Adana,Medium,1979.0,194.0,2088348224,781615470.97,95575391.76,129,2.0,1057.26,1122.59,1100.04,1073.4,81989,3074.0,2024-09-26,2026-05-30,60.0,False,0.06,0.4,False,True,False,True,2025-Q1,False,0.015503875968992248,0.026520116686409148,0.04083351482777543,0.037492834404615254,False,2.7906976744186047,18.019463675823072,8.450015253151557,2.4816511965115438,8.0,Low,14.4,True,Low
SUP061,Erdoğan İnönü Oto Yedek Parça San. Tic. Ltd. Şti.,Otomotiv Yan Sanayi,,Medium,2003.0,60.0,6464016585,262410837.34,13416357.25,95,22.0,1156.56,1181.66,1217.37,1259.91,88964,6740.0,2024-12-16,2026-06-05,45.0,False,0.09,0.33,False,True,False,True,2025-Q1,False,0.23157894736842105,0.0373154095885256,0.005731988251518598,0.07576098197023515,False,41.68421052631579,26.83900204661042,0.1664885194227993,5.204554002271295,22.1,Low,15.1,False,Low
SUP018,Şener Mansız Otomotiv Tic.,Otomotiv Yan Sanayi,Denizli,Micro,2019.0,6.0,8986872771,8139043.63,2106169.07,29,11.0,56.07,59.3,66.96,63.88,3582,538.0,2021-09-05,2026-06-16,60.0,False,0.25,0.98,False,True,False,False,2025-Q1,True,0.3793103448275862,0.07835918062133546,0.0008998371271718969,0.15019542155220547,False,68.27586206896551,60.37094201228827,0.004083830088593476,10.500805774985462,40.6,High,49.1,False,High
SUP025,Ülker Aslan Ambalaj San. ve Tic. A.Ş.,Ambalaj,Adana,Medium,2005.0,191.0,9568557440,528483799.71,57952443.16,111,31.0,314.77,298.45,299.32,284.4,109374,1827.0,2022-09-26,2025-02-19,60.0,True,0.14,0.21,False,False,False,True,2025-Q1,True,0.27927927927927926,0.04147298684050528,0.024759531752921927,0.016704152723682045,False,50.27027027027027,30.2356595005419,3.106755538369828,1.002469075662982,26.1,Low,16.0,False,Low
SUP020,Ülker Mobilya Ltd. Şti.,Mobilya,İzmir,Small,2012.0,,1656272985,78903511.85,8970053.14,54,12.0,,320.66,322.98,332.94,820,106.0,2017-11-16,2024-10-15,30.0,False,0.14,0.62,True,True,False,,2025-Q1,True,0.2222222222222222,0.020041641332621714,0.0038323546590098077,0.12926829268292683,True,40.0,12.726678895918997,0.07441177534738669,9.011772687691533,18.6,Low,68.3,True,High
SUP080,Seven Ertaş Karton Tic.,Ambalaj,Manisa,Micro,,2.0,9251286820,7805234.59,2183501.15,6,2.0,94.08,102.67,108.82,106.0,2451,312.0,2022-09-20,2025-08-05,45.0,False,0.23,0.2,False,True,,True,2025-Q1,True,0.3333333333333333,0.06210496367665564,0.0009328763915389439,0.12729498164014688,False,60.0,47.091571889537775,0.004390696904319286,8.871365207402377,34.1,Medium,23.9,False,Low
SUP019,Akar Kimya San. Tic. Ltd. Şti.,Kimya,Manisa,Medium,1984.0,230.0,4146587605,664073593.28,32170143.79,138,7.0,,738.51,769.54,763.43,111931,356.0,2022-11-05,2025-12-02,45.0,False,0.13,0.64,False,True,False,True,2025-Q1,False,0.050724637681159424,0.021709755352882526,0.013744333340105712,0.003180530862763667,True,9.130434782608695,14.089494684423842,0.9573338546776392,0.04021952214106528,7.0,Low,28.0,False,Medium
SUP032,Çamurcuoğlu Ambalaj Ltd. Şti.,Ambalaj,İstanbul,Small,,15.0,4171274842,59429767.52,13911795.86,58,21.0,97.7,97.02,97.93,113.02,1345,56.0,2017-10-26,2025-02-20,90.0,False,0.11,0.54,False,True,True,True,2025-Q1,True,0.3620689655172414,0.07636396846747377,0.005943658844284656,0.041635687732342004,False,65.17241379310344,58.74089359133301,0.17901319427369677,2.7764286463626253,38.0,High,23.2,False,Low
SUP060,Gül Metal San. ve Tic. A.Ş.,Metal ve Çelik,Balıkesir,Medium,,161.0,7765277583,833865472.59,8970053.14,79,10.0,486.47,484.85,501.09,503.37,77552,13121.0,2018-01-12,,60.0,False,0.2,0.51,False,True,,True,2025-Q1,True,0.12658227848101267,0.019505401714170516,0.0038323546590098077,0.16918970497214772,True,22.78481012658228,12.288581853647964,0.07441177534738669,11.852310640196695,12.8,Low,30.5,False,Medium
SUP016,Demir Kimya Tic.,Kimya,Çorum,Micro,2000.0,5.0,5369957773,3598737.6,932657.92,21,7.0,,131.75,139.46,138.23,2633,95.0,2024-07-04,2025-10-31,45.0,False,0.17,0.3,False,False,False,,2025-Q1,True,0.3333333333333333,0.03035030447902808,0.0003984676421854951,0.03608051652107862,True,60.0,21.148650489985492,0.0007850032082751794,2.381160198845342,26.6,Medium,21.4,False,Low
SUP007,Şensoy Elektronik Tic.,Elektronik,Bursa,Small,2002.0,41.0,4829973768,62947784.66,5075180.32,24,2.0,,135.21,126.59,,1549,119.0,2020-01-28,2026-03-20,45.0,True,0.09,0.32,False,,False,True,2025-Q1,True,0.08333333333333333,0.04656425098417145,0.002168313904176814,0.07682375726275016,True,15.0,34.39512046913445,0.023807341207603104,5.280173910993532,14.6,Low,14.8,False,Low
SUP031,Aslan Yapi Tic.,İnşaat Malzemeleri,Kocaeli,Small,2005.0,17.0,7808760384,87195978.5,8970053.14,31,3.0,288.69,248.5,245.07,254.3,5760,1147.0,2022-01-22,2025-07-18,60.0,False,0.28,0.24,False,True,False,True,2025-Q1,True,0.0967741935483871,0.07742886591600213,0.0038323546590098077,0.19913194444444443,True,17.419354838709676,59.610893506426386,0.07441177534738669,13.982798083573586,23.1,Low,29.6,False,Medium
SUP023,Şener Karadeniz Kauçuk Ltd. Şti.,Plastik ve Kauçuk,Aydın,Small,2016.0,16.0,7572228493,98545991.64,19924006.54,48,17.0,69.37,66.79,63.84,66.06,13697,1421.0,2021-06-03,2025-08-28,90.0,,0.18,0.7,False,True,False,True,2025-Q1,False,0.3541666666666667,0.034271497747144664,0.008512308466626416,0.10374534569613784,False,63.74999999999999,24.35218695731443,0.3671947263917813,7.1957322367547105,29.6,Medium,34.4,False,Medium
SUP057,Karadeniz Sezgin Çelik Grup A.Ş.,Metal ve Çelik,Kocaeli,Large,,2770.0,1104328985,1693581870.75,99248674.27,214,50.0,1568.12,1589.19,1719.26,1732.18,109556,7462.0,2022-11-13,2026-07-24,90.0,True,0.03,0.36,False,True,False,True,2025-Q1,True,0.2336448598130841,0.05175287772835452,0.04240288360646003,0.0681112855525941,False,42.05607476635514,38.63412473487738,9.112023292129114,4.660253293618279,27.4,Medium,10.5,False,Low
SUP011,Manco Plastik Tic.,Plastik ve Kauçuk,Kayseri,Micro,2002.0,4.0,6447849809,,548463.49,14,4.0,70.76,67.13,66.97,64.82,3845,754.0,2022-06-25,2025-04-13,60.0,False,0.12,0.34,False,True,False,False,2025-Q1,False,0.2857142857142857,0.03653529054750221,0.00023432487839177718,0.19609882964889466,False,51.42857142857142,26.20166039423722,0.00025861269540248144,13.76698212925199,26.6,Medium,18.1,False,Low
SUP082,Gülen Elektrik Ltd. Şti.,Elektronik,Adana,Small,2018.0,24.0,7440892684,22612201.76,5620632.62,58,7.0,324.59,319.54,333.7,346.03,14651,1272.0,2018-05-14,2024-10-27,90.0,True,0.1,0.31,False,True,False,True,2025-Q1,True,0.1206896551724138,0.035132522125287086,0.0024013522853934288,0.08682001228585079,False,21.72413793103448,25.055626651824397,0.029204148437134852,5.9914398744901325,14.8,Low,15.4,False,Low
SUP070,Bilgin Yılmaz Demir Çelik Tic.,Metal ve Çelik,Gaziantep,Micro,2014.0,3.0,9259526940,3973260.55,370626.57,30,9.0,126.06,125.04,125.15,,2877,165.0,2020-08-09,2025-12-11,60.0,False,0.32,0.35,False,True,True,False,2025-Q1,True,0.3,0.004463929600259872,0.00015834604769045154,0.05735140771637122,True,53.99999999999999,0.0,0.00010741459786180299,3.89465309048211,19.5,Low,36.6,False,High
SUP069,Yildirim Plastik San. ve Tic. A.Ş.,Plastik ve Kauçuk,Denizli,Medium,1987.0,142.0,9416878495,107359665.35,2689315.79,126,6.0,363.81,374.61,390.87,444.82,71680,8646.0,2017-10-12,2025-05-30,30.0,True,0.17,0.07,False,True,False,True,2025-Q1,True,0.047619047619047616,0.0913741409033042,0.0011489800268178949,0.12061941964285715,False,8.57142857142857,71.00390423405369,0.0066707125164218095,8.396377321948169,22.0,Low,14.5,False,Low
SUP024,Arsoy Mobilya San. ve Tic. A.Ş.,Mobilya,Konya,Medium,1986.0,174.0,4545494842,847657917.0,18761048.0,74,27.0,989.53,925.32,1018.99,1072.89,52245,7364.0,2022-11-24,2025-01-14,45.0,True,0.08,0.4,False,True,False,True,2025-Q1,False,0.36486486486486486,0.06140271206757458,0.008015447465978627,0.1409512872045172,False,65.67567567567568,46.51784637153693,0.3255774384748089,9.843055636728078,36.2,Medium,16.3,True,Low
SUP038,Zengin Gülen Plastik Tic.,Plastik ve Kauçuk,Kocaeli,Small,2008.0,18.0,2456232859,78001959.14,15510188.05,22,4.0,118.21,119.68,121.63,112.32,10672,1079.0,2023-12-25,2026-08-08,60.0,False,0.09,0.35,False,False,True,True,2025-Q1,True,0.18181818181818182,0.034015391719490216,0.006626553991132292,0.10110569715142428,False,32.72727272727273,24.14295345541978,0.22251643714241645,7.007912682220605,18.6,Low,15.7,False,Low
SUP068,Yüksel Bilgin Mobilya Tic.,Mobilya,İzmir,Small,1986.0,15.0,7873395006,91207974.44,19059285.89,36,9.0,380.95,427.95,399.62,394.32,4567,546.0,2024-05-16,2024-12-12,60.0,False,0.21,0.5,False,True,False,False,2025-Q1,True,0.25,0.04937815425154875,0.008142866261541612,0.11955331727611124,False,44.99999999999999,36.69402315416049,0.33601152673575996,8.320520681104453,26.3,Low,31.1,False,Medium
SUP039,Yaman Karton Tic.,Ambalaj,Tekirdağ,Small,1985.0,,9165496515,82380928.47,10959374.28,28,9.0,337.06,358.16,376.81,383.21,12731,411.0,2022-11-07,2025-02-27,45.0,False,0.09,0.57,False,True,False,True,2025-Q1,False,0.32142857142857145,0.05706081500467586,0.004682269817834129,0.03228340271777551,False,57.85714285714286,42.97060331889715,0.11108643131503601,2.11098323741615,31.3,Medium,22.3,False,Low
SUP003,Korutürk Gıda San. ve Tic. A.Ş.,Gıda ve İçecek,Sakarya,Medium,2010.0,106.0,6030564132,340280039.84,48024280.86,87,24.0,279.11,289.36,,324.43,56566,11771.0,2018-06-08,2026-02-17,60.0,True,0.09,0.32,False,True,False,True,2025-Q1,True,0.27586206896551724,0.07984914098473207,0.02051783569471881,0.20809320086270905,True,49.6551724137931,61.58820982661061,2.1334578590816897,14.620420539758186,35.5,Medium,14.8,False,Low
SUP075,Soylu Bilir Otomotiv Tic.,Otomotiv Yan Sanayi,Tekirdağ,Micro,2023.0,5.0,1049915474,7517521.96,8970053.14,25,0.0,56.99,53.85,50.26,51.97,4803,632.0,2021-06-06,2026-02-11,90.0,False,0.12,0.35,True,True,False,True,2025-Q1,True,0.0,0.05411199584580159,0.0038323546590098077,0.13158442640016657,True,0.0,40.56147704914066,0.07441177534738669,9.176573113068084,11.5,Low,58.4,False,High
SUP030,Alemdar Türk Yapı Ltd. Şti.,İnşaat Malzemeleri,Antalya,Small,2002.0,46.0,1278742962,49398297.72,7981187.41,27,9.0,226.67,236.54,243.37,246.63,8699,1573.0,2017-08-23,2025-03-06,90.0,False,0.11,0.81,False,True,False,,2025-Q1,True,0.3333333333333333,0.037017416782290494,0.0034098728600334602,0.18082538222784228,False,60.0,26.59554788444555,0.058905583870850944,12.680226812311322,29.6,Medium,31.3,False,Medium
SUP084,Akar Ambalaj Tic.,Ambalaj,Denizli,Micro,2009.0,1.0,4317393637,8379359.71,548521.17,16,2.0,110.12,,118.17,116.92,857,85.0,2020-12-03,2025-02-05,60.0,False,0.19,0.33,False,True,True,False,2025-Q1,True,0.125,0.037647929726093175,0.00023434952152524382,0.09918319719953325,True,22.499999999999996,27.110664347849305,0.00025867122723693275,6.871120575832366,15.7,Low,24.2,False,Low
SUP045,Bilge Otomotiv Tic.,Otomotiv Yan Sanayi,Eskişehir,Small,2012.0,13.0,5945198329,,8624094.38,15,2.0,182.15,184.81,178.56,164.84,2027,1209.5,2020-12-20,2025-11-13,90.0,False,0.23,0.35,False,False,False,True,2025-Q1,True,0.13333333333333333,0.04998824982776848,0.003684547656641118,0.596694622594968,True,24.0,37.19245903664243,0.06878112071012732,42.27067195949544,24.1,Low,28.4,False,Medium
SUP066,Hançer Gülen Mobilya Tic.,Mobilya,Diyarbakır,Micro,,7.0,1784473642,7346011.3,1700907.74,9,5.0,145.01,,142.95,160.22,1502,82.0,2020-02-11,,90.0,False,0.2,0.4,False,True,False,False,2025-Q1,True,0.5555555555555556,0.06313918289380638,0.000726693766491426,0.05459387483355526,True,100.0,47.93650830322956,0.0026566028231924557,3.6984456829842887,47.5,High,27.2,True,Low
SUP071,Şener Ambalaj Tic.,Ambalaj,Mersin,Small,,13.0,8289623090,83417394.99,9262560.61,55,0.0,129.39,130.82,,160.13,9722,202.0,2017-11-25,2026-03-13,30.0,False,0.23,0.68,False,True,False,,2025-Q1,True,0.0,0.1238260532399295,0.003957325196859896,0.02077761777412055,True,0.0,97.51646750152943,0.07934524229070924,1.2923093245536292,24.6,Low,38.3,False,High
SUP013,Kısakürek Makine Tic.,Makine İmalat,Bursa,Micro,2021.0,2.0,6869232261,4007551.85,864659.48,9,1.0,16.61,18.48,18.45,17.42,4569,135.0,2018-06-07,2024-11-21,30.0,False,0.14,0.4,False,False,False,,2025-Q1,True,0.1111111111111111,0.05074324499081908,0.0003694160708879588,0.02954694681549573,False,20.0,37.809274983246176,0.0006719481345643874,1.9162755254377026,16.7,Low,21.7,True,Low
SUP036,Durmuş Tekstil San. Tic. Ltd. Şti.,Tekstil,Manisa,Medium,1990.0,177.0,3374740742,364030998.37,22743838.64,45,4.0,,872.82,883.21,807.2,52516,13008.0,2020-11-20,2026-04-11,45.0,True,0.21,0.23,False,True,,True,2025-Q1,True,0.08888888888888889,0.04823654371450506,0.009717050123938429,0.24769594028486555,True,16.0,35.76135018018513,0.4784934772193646,17.438283884291767,17.3,Low,23.0,False,Low
SUP029,Hayrioğlu Makine Tic.,Makine İmalat,İstanbul,Small,1994.0,27.0,3102499479,16406178.41,1334695.73,28,13.0,373.42,363.46,354.14,342.39,12017,828.0,2020-06-05,2026-02-23,30.0,False,0.19,0.4,False,True,False,True,2025-Q1,True,0.4642857142857143,0.03693877632398678,0.0005702337900783045,0.06890238828326538,False,83.57142857142857,26.531300202998214,0.00162824571835728,4.716542818510888,36.6,Medium,26.3,True,Low
SUP052,Şener Zorlu Makine İmalat Ltd. Şti.,Makine İmalat,Tekirdağ,Small,1987.0,25.0,8788925540,61449101.78,4388245.18,12,1.0,410.98,402.92,389.6,390.73,7868,413.0,2021-10-08,2026-06-25,90.0,False,0.14,0.32,False,True,False,True,2025-Q1,True,0.08333333333333333,0.025704236065528945,0.0018748285654470861,0.05249110320284697,False,15.0,17.352905528019225,0.017793798078936003,3.54882666201366,10.1,Low,19.3,True,Low
SUP042,Aksu Çetin Elektronik San. ve Tic. A.Ş.,Elektronik,Denizli,Medium,1976.0,83.0,1539502409,309698811.14,36671932.02,115,15.0,941.81,981.07,918.63,726.77,38305,8482.0,2019-04-17,2026-01-10,45.0,False,0.09,0.51,False,True,,True,2025-Q1,True,0.13043478260869565,0.12686594712391305,0.015667671900964675,0.22143323325936562,False,23.478260869565215,100.0,1.2440191039720667,15.569607107503506,35.9,Medium,20.5,False,Low
SUP027,Ertaş Kısakürek İçecek San. Tic. Ltd. Şti.,Gıda ve İçecek,Tekirdağ,Medium,2006.0,68.0,1229413184,885447761.5,80017020.57,121,4.0,657.57,667.6,681.13,,108669,16123.0,2020-11-09,,90.0,False,0.11,0.24,False,True,False,False,2025-Q1,True,0.03305785123966942,0.017679185108331327,0.034186375130161505,0.148367979828654,True,5.950413223140496,10.79659941513441,5.922835093921821,10.37077736982453,7.8,Low,14.2,False,Low
SUP005,Bilir Bilgin Tekstil San. ve Tic. A.Ş.,Tekstil,Van,Medium,1986.0,179.0,2489325281,896309605.12,103185753.82,127,16.0,177.45,161.87,,167.33,104466,7310.0,2017-03-14,2024-11-21,30.0,False,0.13,0.44,False,,False,,2025-Q1,True,0.12598425196850394,0.04680922412919456,0.044084956713591555,0.06997492006968775,True,22.677165354330707,34.5952586286021,9.84929046016062,4.792856933415673,19.8,Low,22.0,False,Low
